,created_at,full_text,sentiment_score
0,2022-01-11 09:59:54+00:00,break news new covid variant discover klopp variant show symptom depend strength,0.13636363636363635
1,2022-01-11 09:59:54+00:00,leave drs appointment staff sick covid fully vaccinate nerve ask w,-0.7142857142857143
2,2022-01-11 09:59:54+00:00,basically cdc admit joe rogan ron desantis rand paul right two year,0.2857142857142857
3,2022-01-11 09:59:55+00:00,gove say yesterday seek profiteer grenfell tragedy come youand come,0.0
4,2022-01-11 09:59:55+00:00,since move france must bash variant waffer theen couple time week certainly often fetchez la vache,0.21428571428571427
5,2022-01-11 09:59:55+00:00,today I m stay home testi yesterday today tooi poke nose two,0.0
6,2022-01-11 09:59:55+00:00,job lazy greedy do not like leaveunbelievably nhs staff battle,-0.25
7,2022-01-11 09:59:55+00:00,pfizer ceo vaccine we government want mandate entire populationtwo dose vaccine,0.0
8,2022-01-11 09:59:55+00:00,pandemic prove you all would hide zombie bite come,0.0
9,2022-01-11 09:59:55+00:00,artemisiaartemisia drug choice covid prophylaxisbut many place planet earth vir,0.5
10,2022-01-11 09:59:55+00:00,cnns jake tapper pan finally say covid hospitalization stat mislead two year latehttpstcoop,0.0
11,2022-01-11 09:59:55+00:00,million lockdown omicron alert,0.0
12,2022-01-11 09:59:55+00:00,time call uk gov come amp audit sturgeon amp scot gov uk civil service chief blind th,-0.5
13,2022-01-11 09:59:55+00:00,today turn people away shelter code blue severity covid outbreak,0.0
14,2022-01-11 09:59:55+00:00,jaw dropping spending,0.0
15,2022-01-11 09:59:55+00:00,do not husband critical care covid pneumonia pneumonia he s ill boris johnson pneumonia,-0.25
16,2022-01-11 09:59:55+00:00,airborne hard concept grasp fact get covid someone breathe air leave,-0.2916666666666667
17,2022-01-11 09:59:55+00:00,may sort estate fatherinlaw die hospitalacquired,0.0
18,2022-01-11 09:59:55+00:00,thing lord saylove neighbor unless might catch covid hateful,0.0
19,2022-01-11 09:59:55+00:00,due backlash everyone regard late covid update cdc release follow addendum,-0.2125
20,2022-01-11 09:59:55+00:00,watch one thing today make tearful lyndsay jackson recall lose mum covid,0.0
21,2022-01-11 09:59:55+00:00,concern news pediatric hospitalization illinois grow fast well icus,0.2
22,2022-01-11 09:59:55+00:00,appreciate boss legitimately tell could still come work tell covid,0.0
23,2022-01-11 09:59:55+00:00,reminder may matt hancock say speechless prof ferguson break lockdown rule,0.0
24,2022-01-11 09:59:55+00:00,may,0.0
25,2022-01-11 09:59:55+00:00,borisjohnson break lockdown rule lackey resign cover himdowningstreetpart,0.0
26,2022-01-11 09:59:55+00:00,third chinese city lock resident outbreak raise number confine home,0.0
27,2022-01-11 09:59:55+00:00,india mumbaiin we new yorkeven do not realise truth covid pandemic you re naivecovid lifestyle month old covid drama continue till deep state will itlove,0.07878787878787878
28,2022-01-11 09:59:56+00:00,hot tip label community concern anxiety make bad see happen try family,-0.22499999999999992
29,2022-01-11 09:59:56+00:00,columbia researcher find baby bear pandemic first year score slightly low developmental screeni,0.125
30,2022-01-11 09:59:56+00:00,unemployment rate fall sharp oneyear drop unemployment record make progress w,-0.125
31,2022-01-11 09:59:56+00:00,clip context figure refer small handful death mil,-0.25
32,2022-01-11 09:59:56+00:00,firstly telecom sector simple reason select theme people can not live work without internet day covidlockdown proof sector something like happen due covid third wave,0.011363636363636364
33,2022-01-11 09:59:56+00:00,conclusion prime minister furiously order inquiry whether party down street,-0.15555555555555559
34,2022-01-11 09:59:56+00:00,positive rapid test almost definitely say false positive rare es,0.0709090909090909
35,2022-01-11 09:59:56+00:00,picture worth thousand word social distancing save life,0.16666666666666666
36,2022-01-11 09:59:56+00:00,watch one thing today make tearful lyndsay jackson recall lose mum covid,0.0
37,2022-01-11 09:59:56+00:00,kishore mahbubani chinas belt road initiative gain momentum country try beat covid slumpkishore mahbubani,0.0
38,2022-01-11 09:59:56+00:00,pfizer promise omicron vaccine ready time earning report,0.2
39,2022-01-11 09:59:56+00:00,anyone else sicken kay burleys hypocrisy sly news break covid rule sly news give month leave wi,0.0
40,2022-01-11 09:59:56+00:00,visit chemist three supermarket electorate morning unable purchase rat,-0.5
41,2022-01-11 09:59:56+00:00,cause could stay home watch sunset can not help ask bore yet,0.0
42,2022-01-11 09:59:56+00:00,shamefullook former beauty queen maggie wilson express disappointment lack free antigen,-0.06666666666666665
43,2022-01-11 09:59:57+00:00,drug question plus year old drug call ivermectin human register see nature,0.05
44,2022-01-11 09:59:57+00:00,usa cross million case per day follow covid appropriate behaviour take vaccination,0.25
45,2022-01-11 09:59:57+00:00,could not start job lawyer health service without evidence vaccine history please,0.0
46,2022-01-11 09:59:57+00:00,literally laugh we whilst lie tooth,0.3
47,2022-01-11 09:59:57+00:00,one dumb hypocrisy fact antivaxxer also antimask antisocial distancing demon,-0.375
48,2022-01-11 09:59:57+00:00,brexit betrayal fury jawdroppe uk civil service waste even eu withdrawal lordfrost borisjohnson,-0.2
49,2022-01-11 09:59:57+00:00,child age able receive pfizerbiontech vaccine malaysian government approve shot,0.5
50,2022-01-11 09:59:57+00:00,interested,0.25
51,2022-01-11 09:59:57+00:00,covid vax first vaccine people willingly accept jab protect disease disea,0.25
52,2022-01-11 09:59:57+00:00,watch bbc news six switch itv news bbc lead djokovic saga make mention revelati,0.0
53,2022-01-11 09:59:57+00:00,space force tell fight tiny alien virus force mobilize distribute,-0.125
54,2022-01-11 09:59:57+00:00,also one handle sf shipping aftwr next week soon get well covid,0.0
55,2022-01-11 09:59:57+00:00,gday correct remind uk hospital receive covid diagnose patient grant money patient present virusam correctif still process suggest mistated stat cream coffer,0.0
56,2022-01-11 09:59:57+00:00,tory mps apparently mutter do not want see another day headline lockdown party c,0.05
57,2022-01-11 09:59:57+00:00,lets try hang boris johnsons guilt whether actually downingstreetpartiesany prime mini,0.0
58,2022-01-11 09:59:57+00:00,next worry outside covid return measle historically n hemisphere occur late winter early,-0.039999999999999994
59,2022-01-11 09:59:57+00:00,deathsantis florida limit price gouging test fl state emergency report price gouging,0.0
60,2022-01-11 09:59:58+00:00,reminder tell everyone podcast exactly cdc director admit h,0.25
61,2022-01-11 09:59:58+00:00,think every game risk covid dgw worth use chip anything minus hiti utd assets paper team target heart say greenwood head say bruno hindsight probably say neither,-0.06666666666666668
62,2022-01-11 09:59:58+00:00,apparently even advisor admit scotland hospitality sporting restriction make little differenc,-0.06875
63,2022-01-11 09:59:58+00:00,two thing know certainty covid hoax trump fucken landslide,0.0
64,2022-01-11 09:59:58+00:00,sage model accurate uk would report covid death today restriction happen,0.4000000000000001
65,2022-01-11 09:59:58+00:00,do not know need hear covid stay whatever need make sure you re getting do r,0.5
66,2022-01-11 09:59:58+00:00,hbo blow bag euphoria fr whole season film covid protocol,0.2
67,2022-01-11 09:59:58+00:00,on say death occur uk mention death certificate highe,0.0
68,2022-01-11 09:59:58+00:00,spite lie say study scientific evidence time likely,0.0
69,2022-01-11 09:59:58+00:00,can not believe I ve hit follower also can not believe advocate child safe pandemic will,0.5
70,2022-01-11 09:59:58+00:00,robustness mission readiness reconfirm today successful launch advanced version b,0.575
71,2022-01-11 09:59:58+00:00,pfizer ceo vaccine we government want mandate entire populationtwo dose vaccine,0.0
72,2022-01-11 09:59:58+00:00,absolutely last chance saloon labour pro eu losers covid platform collapse beneath climate brexit nothing hang around boris neck,-0.1
73,2022-01-11 09:59:58+00:00,enough boris johnsoncome clean tell we truth,0.18333333333333335
74,2022-01-11 09:59:58+00:00,become epidemic concern safety let alone rule can not believe people ignorant lucky see large pick up truck try stunt squeeze traffic vehicle confiscatedlicense suspend,0.2738095238095238
75,2022-01-11 09:59:58+00:00,nsw parliament ventilation upgrade air change hour improve air qualit,0.0
76,2022-01-11 09:59:58+00:00,yes airtime issue describe global problem sadly amp day lead news imo disproportionate compare uk issue egomicrongridlocked ambulances covid kidsbrexit disastercustom chaosenergy pricescost live,-0.12121212121212122
77,2022-01-11 09:59:58+00:00,use separate dish cup bed itsonu,0.0
78,2022-01-11 09:59:58+00:00,wife work icu close proximity covid patient colleague time allow law meet outside colleague one person outside household group meanwhile nhs employee vilify occasional tiktok video,0.0
79,2022-01-11 09:59:58+00:00,partner nation building support govt tax compliance however issue due covid taxaudit utility etc,-0.125
80,2022-01-11 09:59:59+00:00,point elon musk tell we back cdc tell we would one smart man,0.10714285714285714
81,2022-01-11 09:59:59+00:00,stat unclear number hospital covid hospital icu covid factor consider rather vaccination status covid vaccine everything else damned narrative need end,0.0
82,2022-01-11 09:59:59+00:00,cancer specialist nhs doctor work ward I m disgusted seem inc,-1.0
83,2022-01-11 09:59:59+00:00,qr code make drone sky,0.0
84,2022-01-11 09:59:59+00:00,unbelievable think funny,0.0
85,2022-01-11 09:59:59+00:00,chinese port city report virus case amid mass,0.0
86,2022-01-11 09:59:59+00:00,cruel tragic,-0.875
87,2022-01-11 09:59:59+00:00,disinformation alert dangerous antivax lie spread right regard recent statement make cdc,-0.10476190476190476
88,2022-01-11 09:59:59+00:00,john,0.0
89,2022-01-11 09:59:59+00:00,different approach country take deal virus japans indias use ivermectin prove effective australian government put eggs vaccine basket tga ban ivermectin work we,0.19999999999999998
90,2022-01-11 09:59:59+00:00,stage think covid one would thought go outside talk worse usual working condition,-0.21666666666666667
91,2022-01-11 09:59:59+00:00,terengganu state health department jknt tracking buy fake vaccination certificat,-0.5
92,2022-01-11 09:59:59+00:00,covid vax first vaccine people willingly accept jab protect disease disea,0.25
93,2022-01-11 09:59:59+00:00,farmer union take year old people local protest middle pandemic die due heart att,-0.006249999999999999
94,2022-01-11 09:59:59+00:00,boris johnson seem gone party lockdown normal year,0.15
95,2022-01-11 09:59:59+00:00,jampk oxygen plant special icu ward set govt medical college rajouri jammuandkashmir oxygenplant icu governmenthospital video,0.17857142857142858
96,2022-01-11 09:59:59+00:00,know minister covid press briefing tell people stick rule meeting,0.0
