,created_at,full_text,sentiment_score
0,2020-12-04 19:59:54+00:00,"RT Would everyone please stop asking Donald Trump to focus on the pandemic?

He never will. He doesn't care. It's who he is.","{'neg': 0.178, 'neu': 0.737, 'pos': 0.085, 'compound': -0.367}"
1,2020-12-04 19:59:54+00:00,RT Drove to pick eldest up from Uni. The add in the motorway service station gents read 'Not every cough is COVID--it could b...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2,2020-12-04 19:59:54+00:00,RT Jason Kenney and the UCP are playing politics with hundreds of millions in federal top-up pay to support frontline heroes...,"{'neg': 0.053, 'neu': 0.649, 'pos': 0.298, 'compound': 0.7506}"
3,2020-12-04 19:59:54+00:00,"RT Fauci accepts Biden's offer to be chief medical adviser | Just The News
https://t.co/O1DZ4YxM3g","{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.3182}"
4,2020-12-04 19:59:54+00:00,"RT Mitch McConnell rejected yet another bipartisan COVID relief deal.

Families are struggling to pay rent and put food o...","{'neg': 0.282, 'neu': 0.602, 'pos': 0.117, 'compound': -0.5267}"
5,2020-12-04 19:59:55+00:00,"RT Hey guys, lean in so I can tell you all a secret...

There are many more of us than there are of [them].

By a lot.

Hund...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
6,2020-12-04 19:59:55+00:00,RT Researched but not helped. Studied but left behind. Collected but left to die. Data points  now objectified as vectors of...,"{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.7469}"
7,2020-12-04 19:59:55+00:00,Unreal,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8,2020-12-04 19:59:55+00:00,RT I don't think it's beyond reasonable to ask mayors and governors who violate their own lockdown orders to resign.,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.6808}"
9,2020-12-04 19:59:55+00:00,"RT Kelly Loeffler bought three homes in Florida, a condo in Chicago and a mansion along the Georgia coastline. When she learne...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
10,2020-12-04 19:59:55+00:00,knocks down a mini review of both monoclonals for #COVID19 focusing on outcomes and challenges in administration to,"{'neg': 0.0, 'neu': 0.929, 'pos': 0.071, 'compound': 0.0772}"
11,2020-12-04 19:59:55+00:00,RT DESPERATE PLEAS for ICU bed for mom via son frantically tries to find hospital ICU bed w/ ECMO to save his mom...,"{'neg': 0.19, 'neu': 0.698, 'pos': 0.112, 'compound': -0.3034}"
12,2020-12-04 19:59:55+00:00,"RT Ravi Kahlon on BC job numbers - ""B.C. has had substantial job growth for seven consecutive months, bringing our total e...","{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.5267}"
13,2020-12-04 19:59:55+00:00,"RT The Lockdown Awards VOTE

   ~12/12 AM10si (KST)
             (RTpoham 20hoe)

I'm voting for #QuaranteamBTS in #TheLockdownAwa...","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4588}"
14,2020-12-04 19:59:55+00:00,"None of the vaccine trials currently under way are designed to detect a reduction in hospital admissions, use of intensive care, or deaths = le #vaccin n'a aucun interet. #CovidVaccine #Castex #DictatureSanitaire #COVID19 #Macron #MacronBrut","{'neg': 0.0, 'neu': 0.914, 'pos': 0.086, 'compound': 0.4939}"
15,2020-12-04 19:59:55+00:00,"RT ""My last day of work was March the 8th when everything shut down."" 

@JoeBiden sat down with Americans who are hurting fr...","{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.4019}"
16,2020-12-04 19:59:55+00:00,"RT Replacing the words ""the economy"" with ""rich people's yacht money""

-How can we respond to COVID without sacrificing ri...","{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.5574}"
17,2020-12-04 19:59:55+00:00,"We expect this austerity from both conservatives and neoliberal democrats. Just like after Hurricane Katrina, post-COVID will fuel more disaster capitalism. Only socialism will stop these traumas. 

Join us!","{'neg': 0.26, 'neu': 0.619, 'pos': 0.121, 'compound': -0.7495}"
18,2020-12-04 19:59:55+00:00,RT An immigrant Muslim couple found the COVID-19 vaccine. IMMIGRANT AND MUSLIM,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
19,2020-12-04 19:59:55+00:00,"Sure. No problem. Here is a Forbes article that deals with some of the deeper numbers. It gives a sense of comparison as far as fatalities. It is a couple of months old but a good starting point.

https://t.co/PCxClyE60W","{'neg': 0.055, 'neu': 0.785, 'pos': 0.16, 'compound': 0.5689}"
20,2020-12-04 19:59:55+00:00,"#FBF--so proud of my Schofield's Flowers Team for building this great art installation to my hometown for the Chicago 7 Trial, especially during a pandemic! We love helping brands bloom.  #experiential #advertising #adworld #chicago #branding","{'neg': 0.0, 'neu': 0.679, 'pos': 0.321, 'compound': 0.94}"
21,2020-12-04 19:59:55+00:00,Head of Pfizer:COVID Vaccine is Female Sterilisation.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
22,2020-12-04 19:59:55+00:00,RT Can your employer force you to get a COVID-19 vaccine?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
23,2020-12-04 19:59:55+00:00,And the nation no longer has free travelling Nurses  or Drs. to increase our capacity like it did this summer when we were a handful of surging state. With covid surging everywhere.. we are on our own.,"{'neg': 0.051, 'neu': 0.762, 'pos': 0.187, 'compound': 0.7096}"
24,2020-12-04 19:59:55+00:00,"RT Mitch McConnell rejected yet another bipartisan COVID relief deal.

Families are struggling to pay rent and put food o...","{'neg': 0.282, 'neu': 0.602, 'pos': 0.117, 'compound': -0.5267}"
25,2020-12-04 19:59:55+00:00,"So it's ok to follow CDC recommendations for prisoners, but not children in school?","{'neg': 0.135, 'neu': 0.755, 'pos': 0.109, 'compound': -0.1055}"
26,2020-12-04 19:59:55+00:00,"RT I LOST MY JOB DUE TO COVID (Thread) Yesterday, I lost my ""real job,"" the one I've been Covid-furloughed from since May. I...","{'neg': 0.195, 'neu': 0.805, 'pos': 0.0, 'compound': -0.6523}"
27,2020-12-04 19:59:55+00:00,"RT Phil Murphy doesn't get to ban Congressman Matt Gaetz from visiting New Jersey because he didn't wear a mask.

How absurd.","{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.4449}"
