,full_text
0,do not think hcw go wave without turn positive coresident testing positive right b
1,feel sort symptom isolate immediately willfully ignorant symptom middle
2,communication single important factor building teamwork remote team covid remotework pmot projectmanagement wfh workingfromhome business digitalnomad coworking
3,manage employee relation new normal manage grievance remotely pandemicregister
4,teenager become emergency respondershttpstcorxqfukqsif emergency emt firefighter
5,covid tyranny government target military amp police defend constitutionsofficer offer support protection
6,secretorymucosal antibody go engineer vaccine you ll squirt nose ie mmrand talk oneinstead discuss one inject deltoid muscle tissue like nasal application
7,imagine they d give nhs deal pandemic instead private company aka donor
8,personally know someone covid right
9,omicron light virus people be not get sick
10,kid maskschildren wear mask understand need mask decide wear mask
11,case increase exponentially last week hospitalisation rate low wave cov
12,never exist first place
13,absolutely right choose chaos lead public think nhs ineffective unscrupulous
14,one effect live pandemic I ve find simply long want anything do not want
15,corona time la ena le ivlo close ah nikra distance keep panu man
16,work job hour week would take year earn many dollar people get diag
17,guy store today walking arm hold across face draculastyle offer mask I m good
18,really either tour put vaccine mandate u know vote yes make sure exemption
19,berem tole
20,late let xmas go ahead normal infection rate past point return time act month ago he s right ride party would ve revolt lockdown need
21,maybe unskilled worker stay home like day see happen
22,omicron virus symptom basically feeling get wife check phonedifficulty b
23,exactly mutate virus never different original immune system cope easily
24,break coronavirus stop large rally covid task force head vk paul suggest election commission I m
25,new data denmark booster benefit infection severe disease
26,thing madden preventable yet people refuse follow covid protocol also claim victimhood
27,bbm tight fix pandemic worsen pressure produce part call tal
28,stop minimize threat covid pose kid stop ask teacher kid make sacrifice
29,kind strike covid rate canada literally official chart right whoever make graph
30,migrant issue fail health system pandemic farmer issue cause concern hypocrite follower savarkargodse disrespect father nation amp pay respect shaheed bhagat singh amp martyr big joke century
31,one effect live pandemic I ve find simply long want anything do not want
32,aweare another accident happen world people forget corona everyone stock food world close dangerous prediction come light
33,ontario data pandemic
34,wtf kind lunacy article kid shit
35,soon dr julia patterson take legal action whole twitterthis glorious
36,nhs provider withdraw fertility service unvaccinatedit nationally agree fertility treatment f
37,whilst people zero hour contract do not even get pay covid self isolate
38,bear roster move place te jesper horste reserveinjured lb charles snowden ps
39,djokovic paperwork arrival minimal support one doctor source say far less substantive
40,month statutory time gap tar compliance nirmal filing originally prescribe income tax act
41,must forget mental health child youth pandemic many people do not even consider think way encourage little one talk think extra step take help feel safe care
42,nopehe get vaccine
43,msm joke everyday doomsday article plandemic late flurona run around b
44,covid clinic fever clinic commence hospital january eventually start fever survey dph
45,consider other keep show event require proof vaccination people fully vaxxe spout shit
46,remember government form covid commission help gas industryand appoint li
47,james gandolfini help survive pandemic government could
48,hi peter live milan I m vaccinate basically negative covid test barely go
49,sbs reporter ask government put people compromise immune system risk
50,socalled border vigilance pms tough guy act djokovic will not distract fail covid response
51,yes
52,personally know someone covid right
53,new covid case
54,relaxation test regime infrastructure can not cope sheer volume case
55,people people name faces make decision kill transplant patient allow seriously deadly f
