,created_at,full_text,sentiment_score
0,2021-12-27 04:59:54+00:00,"Not content with his rip snorting Covid strategy the deranged boy Premier want people to ""revel"" in the CBD on New Years Eve. Can a responsible adult please take him aside &amp; tell him what his job entails?","{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.5994}"
1,2021-12-27 04:59:54+00:00,"You really don't listen, new lock downs, new mask mandates, get a third vaccine shot all for a mutation of Covid that is less severe. I predict within 3-6 months they will be urging for a 4th shot. And we still don't know what the long term effects of the vax may be","{'neg': 0.042, 'neu': 0.958, 'pos': 0.0, 'compound': -0.3197}"
2,2021-12-27 04:59:55+00:00,"RT Amid Omicron threat, various states impose restrictions ahead of New Year 2021
(@PramodMadhav6,","{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.6808}"
3,2021-12-27 04:59:55+00:00,"Ironically, the people who are choosing to homeschool right now are doing it bc they don't want to expose their kids to masks, vax mandates and social distancing....not because they are afraid of the virus. 
Fearful parents are keeping their kids in school - more illogic.","{'neg': 0.09, 'neu': 0.88, 'pos': 0.03, 'compound': -0.4548}"
4,2021-12-27 04:59:55+00:00,"RT COVID Curbs on weddings, malls, restaurants , theatres,  but none on POLITICAL RALLIES ??????????","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5,2021-12-27 04:59:55+00:00,RT If there's one thing we've learned from this wretched pandemic it's that nurses and health care workers deserve a raise.,"{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.4939}"
6,2021-12-27 04:59:55+00:00,RT Salman made the best use of lockdown and was seen getting back to basics. The Dabangg star was seen trying his hands at...,"{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.6369}"
7,2021-12-27 04:59:55+00:00,RT My covid must be getting better cause I can smell someone cookin fish in the adjacent room at this Embassy Suites,"{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.4404}"
8,2021-12-27 04:59:55+00:00,RT Half my TL have COVID the other half engaged ,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}"
9,2021-12-27 04:59:55+00:00,"RT Tomasa has worked through the pandemic, a record breaking heat wave &amp; freezing cold weather to ensure we have fresh fruit o...","{'neg': 0.053, 'neu': 0.76, 'pos': 0.186, 'compound': 0.5423}"
10,2021-12-27 04:59:55+00:00,Sally getting told to spend Pakulas so called bus aid fund on Bike lanes in Exhibition &amp; Russell instead &amp; just knock back small bus covid grants applications,"{'neg': 0.0, 'neu': 0.934, 'pos': 0.066, 'compound': 0.2263}"
11,2021-12-27 04:59:55+00:00,"RT prayer circle: 

                           
                                     
                   no more bts...","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}"
12,2021-12-27 04:59:55+00:00,"RT I can't do this anymore! 20-30 years old ,with kids ,unvax,in the icu, all dying. For the love of god for your kids if yo...","{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.7644}"
13,2021-12-27 04:59:55+00:00,"RT 1. Incomplete Syllabus 
2. Sem Exam in less than 6 months 
3. Pandemic Situation, rising cases (3rd Wave)  
 
Still,...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
14,2021-12-27 04:59:56+00:00,"13 students have tested positive for #Covid. These students are asymptomatic &amp; are under isolation. The #University is vigilant, follows all SOPs to track &amp; trace contacts of the students who've tested positive: Dr. Prashant Dave, Registrar, MIT World Peace University, #Pune.","{'neg': 0.052, 'neu': 0.71, 'pos': 0.238, 'compound': 0.8658}"
15,2021-12-27 04:59:56+00:00,Just 7 more days to flatten the curve,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
16,2021-12-27 04:59:56+00:00,RT BREAKING NEWS: Dr. Fauci announces his support for COVID vaccine requirements for all domestic flights. RT IF YOU THIN...,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.4019}"
17,2021-12-27 04:59:56+00:00,"RT There are 8 days until NYC students and staff are back at school on January 3rd. 

5 weekdays. 

After a hellish week...","{'neg': 0.16, 'neu': 0.84, 'pos': 0.0, 'compound': -0.6369}"
18,2021-12-27 04:59:56+00:00,RT Trust a multi billionaire who's tied to every nefarious corporation you can think of and who's laughing at the threat to w...,"{'neg': 0.114, 'neu': 0.669, 'pos': 0.217, 'compound': 0.4767}"
19,2021-12-27 04:59:56+00:00,"RT ""everyone will get covid we should let it run its course pandemics will end eventually"" is eugenics rhetoric btw","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
20,2021-12-27 04:59:56+00:00,RT India to begin vaccinating children against Covid from January 3: PM Ji,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
21,2021-12-27 04:59:56+00:00,"RT It seems there is so much stress, missteps and mistakes the whole nation needs a complete lockdown for a few days so eve...","{'neg': 0.202, 'neu': 0.798, 'pos': 0.0, 'compound': -0.6786}"
22,2021-12-27 04:59:56+00:00,RT Candace Owens went from saying that Trump is pro-vax cuz he's old to understand the internet to promoting ingesting silver -- y...,"{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.3612}"
