,created_at,full_text,sentiment_score
0,2022-01-10 17:59:54+00:00,RT Wow just listened to this brave Dr on GB News who does not want the vaccine.,"[{'label': 'Negative', 'score': 0.4460557699203491}]"
1,2022-01-10 17:59:54+00:00,RT Are you paying attention yet?,"[{'label': 'Neutral', 'score': 0.9352786540985107}]"
2,2022-01-10 17:59:54+00:00,"RT My nephew had heart inflammation after his #COVID19 vaccine. Symptoms include: Chest pain, shortness of breath/hurts to bre...","[{'label': 'Negative', 'score': 0.7245407700538635}]"
3,2022-01-10 17:59:54+00:00,RT BREAKING:  Canada enacts vaccine requirement to vote in elections,"[{'label': 'Neutral', 'score': 0.9372508525848389}]"
4,2022-01-10 17:59:54+00:00,"RT 75% of ""Covid Deaths"" were in people with at least 4 comorbidities according to the CDC. 

That's it. That's the tweet.","[{'label': 'Negative', 'score': 0.6790392398834229}]"
5,2022-01-10 17:59:55+00:00,"Really, really great that the 'Why Your Life Expectancy is Too High' guy is the one advising the CDC on Covid.","[{'label': 'Positive', 'score': 0.40978696942329407}]"
6,2022-01-10 17:59:55+00:00,I agree that covid will be endemic but I also believe that people should be protected. It's clear now that public health was never the objective in America. Focused protection was and is our best option.,"[{'label': 'Negative', 'score': 0.5647587776184082}]"
7,2022-01-10 17:59:55+00:00,"RT CDC study - 2-dose vaccine 91% protective against rare condition of MISC in 12-18 year old teens
https://t.co/AGHunbKzvN","[{'label': 'Neutral', 'score': 0.7441208958625793}]"
8,2022-01-10 17:59:55+00:00,Cause we really needed an email to convince us,"[{'label': 'Neutral', 'score': 0.5815407633781433}]"
9,2022-01-10 17:59:55+00:00,RT If you're drinking pee to fight COVID you're the reason this crisis won't end.,"[{'label': 'Negative', 'score': 0.9058773517608643}]"
10,2022-01-10 17:59:55+00:00,RT Just heard a member of the executive of the 1922 committee talking on Westminster Hour say she didn't think Johnson was...,"[{'label': 'Neutral', 'score': 0.7891892194747925}]"
11,2022-01-10 17:59:55+00:00,"RT Joe Biden's vaccine mandate is set to go into effect TODAY.
 
Don't forget, Biden said he WOULD NOT do this.
https://t.co/...","[{'label': 'Neutral', 'score': 0.5661702156066895}]"
12,2022-01-10 17:59:55+00:00,RT You don't fire nurses and open your border during a pandemic,"[{'label': 'Negative', 'score': 0.837093710899353}]"
13,2022-01-10 17:59:55+00:00,RT Omicron Makes Biden's Vaccine Mandates Obsolete - WSJ,"[{'label': 'Neutral', 'score': 0.5496341586112976}]"
14,2022-01-10 17:59:55+00:00,"COVID related business with Cor Patterns investment

https://t.co/OMcetlaR4H","[{'label': 'Neutral', 'score': 0.7902458906173706}]"
15,2022-01-10 17:59:55+00:00,"RT Seriously, I didn't have ""drink your own piss"" to own the libs on my bingo card. Someone needs to propose punching yours...","[{'label': 'Negative', 'score': 0.8385552167892456}]"
16,2022-01-10 17:59:55+00:00,RT EXCL: Email obtained by proves over 100 staff were invited to drinks party in No 10 garden at height of lockdown...,"[{'label': 'Neutral', 'score': 0.8077020049095154}]"
17,2022-01-10 17:59:55+00:00,"RT ""We found that high levels of pre-existing T cells, created by the body when infected with other human coronaviruses like...","[{'label': 'Neutral', 'score': 0.6701513528823853}]"
18,2022-01-10 17:59:55+00:00,They are poisoning themselves before COVID kills them!,"[{'label': 'Negative', 'score': 0.861345648765564}]"
19,2022-01-10 17:59:55+00:00,RT It's really sad that an upcoming election has finally revealed some honesty about COVID. They had no problem stirring...,"[{'label': 'Negative', 'score': 0.8936517238616943}]"
20,2022-01-10 17:59:55+00:00,"nb: It's entirely possible for Omicron to be less dangerous for the individual and but much more dangerous for the collective, at least in these next few weeks.

@edyong209's recent piece perfectly captures this tension.

https://t.co/EeCNbtbED4","[{'label': 'Neutral', 'score': 0.6704421639442444}]"
21,2022-01-10 17:59:55+00:00,"RT During covid, while govt shut down your business &amp; you lost your job, Fauci spent $200k of YOUR taxpayer money to make som...","[{'label': 'Negative', 'score': 0.8787774443626404}]"
22,2022-01-10 17:59:55+00:00,"Not jabbed and contracted covid on Boxing Day, not hospitalised and now back at work  my mum and sister who have been jabbed also got it, symptoms and recovery time the same ","[{'label': 'Neutral', 'score': 0.568307638168335}]"
23,2022-01-10 17:59:55+00:00,"We have a less severe variant, vaccines and have lived through 2 years of the pandemic. Wanting to lockdown right now is just insanity.","[{'label': 'Negative', 'score': 0.5796292424201965}]"
24,2022-01-10 17:59:55+00:00,"RT ""What the vaccines can't do anymore is prevent transmission.""

CDC Director Walensky

https://t.co/s3BjMVBOub","[{'label': 'Neutral', 'score': 0.4996829330921173}]"
25,2022-01-10 17:59:55+00:00,RT EXCL: Email obtained by proves over 100 staff were invited to drinks party in No 10 garden at height of lockdown...,"[{'label': 'Neutral', 'score': 0.8077020049095154}]"
26,2022-01-10 17:59:55+00:00,"RT More party news from Downing Street   
A 'bring your own booze' invitation from the PM's Principal Private Secretary.
4...","[{'label': 'Neutral', 'score': 0.9310318231582642}]"
27,2022-01-10 17:59:56+00:00,"RT Nothing is more ridiculous to me than when triple jabbed people get COVID, then thank the vaccine, then angrily lash out and...","[{'label': 'Negative', 'score': 0.9110636711120605}]"
28,2022-01-10 17:59:56+00:00,Holding people at random- the cunning act of evil,"[{'label': 'Negative', 'score': 0.8687698245048523}]"
29,2022-01-10 17:59:56+00:00,Mariana 8 - 0 Covid,"[{'label': 'Neutral', 'score': 0.9196087718009949}]"
