,created_at,full_text,sentiment_score
0,2022-01-10 03:59:55+00:00,RT New - Chicago cancels public school classes for fourth consecutive day due to fight with teachers union over Covid-19,"[{'label': 'Negative', 'score': 0.5438780188560486}]"
1,2022-01-10 03:59:55+00:00,"RT Many of us have been ostracized &amp; attacked for making points that are finally acknowledged today - origins of virus, l...","[{'label': 'Negative', 'score': 0.8836928606033325}]"
2,2022-01-10 03:59:55+00:00,RT Inaugurated blood donation camp by Sindhu Yuva Force in association with Nagpur Municipal Corporation &amp; Nagpur Mo...,"[{'label': 'Neutral', 'score': 0.9565829634666443}]"
3,2022-01-10 03:59:55+00:00,RT It was indeed one hell of a journey but without you guys I wouldn't have been able to live this. Ab aur bohot aage jana h...,"[{'label': 'Positive', 'score': 0.8724229335784912}]"
4,2022-01-10 03:59:55+00:00,"RT  CDC director: ""The overwhelming number of deaths, over 75% occurred in people who had at least 4 comorbidities""","[{'label': 'Negative', 'score': 0.6195788979530334}]"
5,2022-01-10 03:59:55+00:00,The equestrian variant.,"[{'label': 'Neutral', 'score': 0.7797843813896179}]"
6,2022-01-10 03:59:55+00:00,RT How the fuck do we live in a country where for over 10 months they've been screaming at us that vaccines are THE crucial too...,"[{'label': 'Negative', 'score': 0.9222041964530945}]"
7,2022-01-10 03:59:55+00:00,"RT ""This pandemic isn't over. And keeping schools open no matter what, throwing kids back into unsafe classrooms no matter th...","[{'label': 'Negative', 'score': 0.818792462348938}]"
8,2022-01-10 03:59:55+00:00,It's not that I'm being Hollywood it's just that COVID quarantine fucked my social skills up,"[{'label': 'Negative', 'score': 0.8483606576919556}]"
9,2022-01-10 03:59:55+00:00,"&amp; it has become a chain then, creating such variants. Stay safe everyone at wherever you are. Never take it easy on your health &amp; well being.","[{'label': 'Neutral', 'score': 0.47685760259628296}]"
10,2022-01-10 03:59:55+00:00,RT Just got an email from our daughters teacher in NYC that she's home tested positive but - because no symptoms since Thurs...,"[{'label': 'Neutral', 'score': 0.8636735081672668}]"
11,2022-01-10 03:59:55+00:00,The harms from public health measures pales in comparison to Covid.  A single disease?  What about mental health diagnoses?  What about all the people who have care delayed because of lack of staff?  Are those problems excluded from the public health scope of activity?,"[{'label': 'Negative', 'score': 0.8581926822662354}]"
12,2022-01-10 03:59:55+00:00,"That's one thing that I hope gets more widespread recognition soon - even if you survive acute Covid, your all cause mortality risk will still be greatly elevated, and possibly indefinitely. People think it's ok to get infected, but it's really really not.","[{'label': 'Negative', 'score': 0.69651198387146}]"
13,2022-01-10 03:59:55+00:00,RT I *think* this may mean CDC is pivoting to the Great Barrington Declaration model of focused protection?,"[{'label': 'Neutral', 'score': 0.9332793951034546}]"
14,2022-01-10 03:59:55+00:00,RT I was down in the dumps about the US Covid deaths being the highest in the world but now that I hear the economy is doing...,"[{'label': 'Negative', 'score': 0.6602048873901367}]"
15,2022-01-10 03:59:55+00:00,"RT If science says it is necessary, would you get a Covid shot every six months until the pandemic ends?","[{'label': 'Neutral', 'score': 0.8643690347671509}]"
16,2022-01-10 03:59:55+00:00,Democrat. I've read countless stories at this point about pandemic feared families treating their own like sub-humans. I don't see that type of shameful fear from Conservatives.,"[{'label': 'Negative', 'score': 0.8481789827346802}]"
17,2022-01-10 03:59:55+00:00,i've dodged covid for almost 2 years i am not getting it this is now a competition,"[{'label': 'Negative', 'score': 0.7492498159408569}]"
18,2022-01-10 03:59:55+00:00,"RT The federal government's failure to focus on COVID therapeutics nationwide has cost many lives. 

Here in Florida, we w...","[{'label': 'Negative', 'score': 0.8608940243721008}]"
19,2022-01-10 03:59:55+00:00,"RT maam, ill tell u my inherit nature. When covid hit all india,i was  the one working all day night to serve my...","[{'label': 'Neutral', 'score': 0.7446204423904419}]"
20,2022-01-10 03:59:56+00:00,"RT The CDC and the FDA, both of which have repeatedly misrepresented scientific studies on countless covid topics, are un...","[{'label': 'Negative', 'score': 0.8407880663871765}]"
21,2022-01-10 03:59:56+00:00,"I certainly would if I needed a ventilator, but the odds of that are low because I've been vaccinated. I'm not going if I don't need a ventilator. Why would I?

My point is, when they get severe covid, the unvaccinated can still want to go to a hospital and have their lives..1/2","[{'label': 'Neutral', 'score': 0.5932004451751709}]"
22,2022-01-10 03:59:56+00:00,"I keep flicking back through the news apps/channels, hoping that someone, anyone will step up and take charge of this monster. But they all seem to be accepting it. I am not ok with this. kids are in icu. Whole supply lines broken. Business closed Bc covid. #WhosLeadingTheCountry","[{'label': 'Negative', 'score': 0.9119195938110352}]"
23,2022-01-10 03:59:56+00:00,"It's like a mass Republican Extinction.

Orange County Deputy DA Kelly Ernby, Who Fought Vaccine Mandates, Dies Of Covid-19

https://t.co/ErsqL0EIYE","[{'label': 'Negative', 'score': 0.5585106611251831}]"
24,2022-01-10 03:59:56+00:00,RT Our team risks arrest/fines to show the world what's really happening in the worst lockdown jurisdiction in Western Civ...,"[{'label': 'Negative', 'score': 0.8499675989151001}]"
25,2022-01-10 03:59:56+00:00,"RT people dread turning 30, but no need. I've learned SO MUCH in my 30s, about things i never imagined in my 20s, like:
the diffe...","[{'label': 'Positive', 'score': 0.673196017742157}]"
26,2022-01-10 03:59:56+00:00,RT Everyone needs a high filtration mask to protect against #Omicron. Milwaukee is ensuring everyone is protected by handing o...,"[{'label': 'Neutral', 'score': 0.7319744229316711}]"
27,2022-01-10 03:59:56+00:00,"RT So you think hospitalized FOR or WITH Covid is binary? Think again.
https://t.co/9KTSnZ9Wo9...
by","[{'label': 'Negative', 'score': 0.5544121265411377}]"
28,2022-01-10 03:59:56+00:00,"RT BREAKING NEWS: tests positive for COVID days after maskless Florida trip
https://t.co/GO7KIwGFtc","[{'label': 'Neutral', 'score': 0.7791619300842285}]"
29,2022-01-10 03:59:56+00:00,RT Just got an email from our daughters teacher in NYC that she's home tested positive but - because no symptoms since Thurs...,"[{'label': 'Neutral', 'score': 0.8636735081672668}]"
30,2022-01-10 03:59:56+00:00,"RT The omicron variant is incredibly contagious, and although masks don't work as well as they did with earlier variants, I...","[{'label': 'Negative', 'score': 0.8349846601486206}]"
31,2022-01-10 03:59:56+00:00,"RT When I remind people about how Greg Abbott listened to Fauci and shut down TX, many ask what I would have done. 

It's ver...","[{'label': 'Negative', 'score': 0.5486400723457336}]"
32,2022-01-10 03:59:56+00:00,"RT If you're on #ODSP and need help getting to a vaccination clinic, you can ask your caseworker for help w/ travel costs....","[{'label': 'Neutral', 'score': 0.9241304993629456}]"
33,2022-01-10 03:59:56+00:00,RT Income Tax authorities were given more than a year of extension for issuance of notice under section 148 for 10days of loc...,"[{'label': 'Neutral', 'score': 0.8881676197052002}]"
34,2022-01-10 03:59:56+00:00,"RT Many of us have been ostracized &amp; attacked for making points that are finally acknowledged today - origins of virus, l...","[{'label': 'Negative', 'score': 0.8836928606033325}]"
35,2022-01-10 03:59:56+00:00,"RT ""Tory MP warns of revolt if Boris Johnson doesn't axe Covid curbs | Financial Times""

 As I keep banging on about, January 26t...","[{'label': 'Neutral', 'score': 0.5183544754981995}]"
36,2022-01-10 03:59:56+00:00,I got home.. I'm really sleepy. But I'm determined to stay up.. lol,"[{'label': 'Positive', 'score': 0.6618373394012451}]"
37,2022-01-10 03:59:56+00:00,"RT I'm 25, triple vaccinated, and generally healthy.
I lost 5kg in 7 days.
It is not mild. It is not just a cold.
#OmicronV...","[{'label': 'Neutral', 'score': 0.5269173383712769}]"
38,2022-01-10 03:59:56+00:00,RT Disabled people warned us.,"[{'label': 'Negative', 'score': 0.5443528890609741}]"
39,2022-01-10 03:59:56+00:00,get well soon so we can go on that date ,"[{'label': 'Neutral', 'score': 0.6130924224853516}]"
40,2022-01-10 03:59:56+00:00,RT COVID-19 ended their careers -- and now a small group of NYPD cops hopes the city grants them the same disability pensions...,"[{'label': 'Negative', 'score': 0.7813393473625183}]"
