Unnamed: 0,full_text,sentiment_score
0,china urge united states return reason rationality origin virus protect life health american people effort international cooperation foreign ministry spokesperson say monday,-0.041666666666666664
1,covid get world afraid stayhomesavelive,-0.6
2,people la covid,0.0
3,seem like united fans full force wonder still think season long way decide city look great threat every team blip covid condition lets see,0.3666666666666667
4,imagine racist go way ensure people prepare food unvaccinated,0.0
5,yes would good could actually plot like toronto graph esp hard lockdown mean exist mitigationinfection control measure effect reduce would expect magnify even,0.023958333333333318
6,pandemic really ruin everything,0.2
7,bill gate need prepare next pandemic get attention time uk variant lookin little dangerous,-0.2625
8,covid case high one seem care,0.16
9,tom sudduth vashon washington die covid dec work seattle shipfitter despite become,0.0
10,one step away passanger require vaccine certificatecome soon,0.0
11,update people infect death report last hour bring total,0.0
12,daily update publish state report test case record patient,0.0
13,hollywood run covid,0.0
14,los angeles county people hospitalize entire state florida,0.0
15,ur telling lose teen mental illness I m lose twenty global pandemic haha nice,0.13999999999999999
16,ouch ron desantis embarrass cnn covid press conference,0.0
17,proud boy intend create havoc tomorrow dc electoral vote certification engage resister stay h,0.8
18,university student expect perform exactly pandemic normal circumstance ale,0.2
19,atvthe point long sympathy give itvto innocent victim covid,0.125
20,doctor around world issue dire warning get covid,0.0
21,steph curry hard game nba history happen bad leg generat,-0.46388888888888885
22,dimwit would not mathematical nous cope anyway maybe stick believe big word bus share covid conspiracy theory,0.0
23,seattle be not one answer send gulag,0.0
24,people inject new vaccine ccpvirus experience adverse event hundred tak,0.13636363636363635
25,hospital ceo physician chief command table stalwart intensivistcaribbean revellerat point,0.0
26,bovid sound cool covid,0.375
27,get vote turn georgia blue take moscowmitchmctraitor power away,0.0
28,encourage get outside move help keep mind body healthy case surge,0.25
29,friend chug bottle tequila tell covid taste smell,0.0
30,hon minister youth amp sport insist need implement programme facilitate return sri lankan migrant worker strand due situation concessionary airfare give srilankan airlinesceylontoday,-0.125
31,I m rehab hospital covid covid pneumonia rehab hospital infectious disease rep come morning state expose covid odd,-0.16666666666666666
32,instead criminal give vaccine grocery store cashiersfederal inmate set receive vaccine start friday,-0.4
33,gov ricketts rne say undocumented worker meatpacke plant eligible receive covid vaccineth,0.0
34,anyare,0.0
35,israeli government leader vote total lockdown start friday via,0.0
36,take fucking time,-0.6
37,student die first lockdown idk long keep cover death,0.1
38,f r e e b k boris win election outbreak wuhan check free comedy set,0.6000000000000001
39,god covid fuck already I m annoyed shit today,-0.3333333333333333
40,time amp money travel dc midst pandemic economic crisis lifetime rally,0.2
41,mad think soon lockdown finish ill legally aloud drink alcohol,-0.30833333333333335
42,think someone arrogant racist man ensure people prepare,0.0
43,heres spend day today focus get ready job fight covid,0.2
44,almost year global pandemic many human have not decide care enough keep everyone safe boggle,0.2
45,georgia votersif you re line poll close pm stay right vote matter lon,0.2857142857142857
46,georgia votersif you re line poll close pm stay right vote matter lon,0.2857142857142857
47,dr tom stewart ceo st josephs health system niagara health spend week dominican republic amid pa,0.0
48,death today next day likely bad,-0.23333333333333328
