,full_text
0,know pandemic might also effect likely get work point well
1,class lbwr gpa stpauls prep nhcooper blomstromcooperblomstromsophomore season game due covid
2,individual state confirm reserve dose complete mismanagement top botto
3,yes well maybe yous do crap win banner ground pick season struggle deal pandemic injury covid international duty everyone try stop kick man eh well do
4,sad bit covid obey protocol still get infect somebody else do not
5,happy collaborate uruguayan colleague also great international team study genomic characterization clinical manifestation outbreak uruguay
6,people dead capital riot terrible trump light fuse americans dead covid
7,americans think death incite riot capitol worthy approval
8,brilliant spread word
9,dr balzora lead way dispel fear rolemodel medicine maskup sleeveup covidvaccine mycovidvax gicommunity acgfamily blackandvaccinate blackwomeninmedicine womeningi gastroenterologystickittocovid
10,break people worldwide die coronavirus accord johns hopkins university datum
11,people dead capital riot terrible trump light fuse americans dead covid
12,first covid lockdown free summer swear I m live shit like phineas ferb
13,loan expect pay shit barley make end meet
14,never like flu
15,louisiana reporting confirm coronavirus case today department health report new death datathere hospitalize patient louisiana heres late datum
16,bloody hell
17,closing boarder airport far pandemic like bring condom birth child what s
18,sort meaningless debate vs neither enough money almost year
19,first covid lockdown free summer swear I m live shit like phineas ferb
20,official confirm mauricio pochettino test positive
21,hypernormalisation continuesindependent polling firm long select question ask public
22,hallo unroll ask month relative quiescence we ve start see str
23,break news trump statement much vaccine government turn outpredictablyto false
24,please share rushmoorcouncil
25,think online music collaboration benjaminenfield
26,make tear joypeople great time love
27,lmao force reach coworker team make friend work pandemic life lonelyyyyy
28,ramaphosa government create unprecedented unemployment cancel grant middle pandemic bru
29,nation islam student minister dr wesley muhammad provide late example group long history virulent antisemit
30,oof start year full week vacation cause roll covid time do not use bless
31,breakinginfectious disease find world say scientistseven brazilwe call lockd
32,sure lets celebrate departure nazi tear america apart seam amp kill w covid pandemic fuck shit
33,yesterday incarcerated ppl san quentin condemn row inject w vaccine day feder
34,tomorrow january india begin panindia rollout vaccination drive launch take place
35,another lie hope surge vaccine new policy release second dose hold reserve appear evap
36,thank god
37,individual state confirm reserve dose complete mismanagement top botto
38,individual state confirm reserve dose complete mismanagement top botto
39,odisha set start vaccination site
40,break joe biden picks man bring abortion pill america head covid vaccination effort
41,sort meaningless debate vs neither enough money almost year
42,deadly pandemic people die per day donald trump already kill many americans day
43,stable door horse bolt
44,month approach death latehttpstcomkqrgfqlsr
45,fuck americans approve death covid insurrection
46,still twitter fact check one one year ago today make chinese communist
47,deserve getaway hour la lake view house california getaway outdoor fun remoteworksequoias
48,man flout lockdown cuddle girlfriend bring back warn we curfew removal
49,death high week since pandemic begin scale death report
50,student must oppose imposition fee ridiculous charge already impose institution
51,today total number confirm case total number death tot
52,would nice assistance do not go tax return we make great income year however impact
53,there s lot day feel need spend extra minute patient need tha
54,people worldwide die coronavirus accord johns hopkins university datum
55,unsuccessful attempt coronavirus enter new zealand since november border work
56,source
57,magas spread covid magas kill cop magas vandalize federal property magas flash white power sign magas embrace neona
58,summer speak anniversary katrina summer protest pandemi
59,bidenharris administration crush covid without doubt
60,speaker pelosi small size inauguration have not change nature swearingin c
61,that s turrible take chuck
62,lbc westminster correspondent question boris johnson chris whitty sir patrick vallance uks handling
63,speakerpelosi take month negotiate covid stimulus ii less day impeach president trump pri
64,weather speak family time
65,administration lead acceptable anymore job supplement money wait asap entire pandemic hear nothing excuse technical issue run senate smh
66,immoral report announce week us government would begin release cor
67,dr jerry l spivak expert blood disorder johns hopkins university tell new york times tuesday
68,real story subject article rather report nowlockdown damage trump
69,people actually pay virtual stay home concert
70,covid test come back negative time
71,old buy junk food will not tempt eat itpandemic
72,break boris johnsons shut travel corridor stop coronavirus variant enter uk httpst
73,covid variant thought emerge brazil detect uk probably introduce time ago lead scientist
74,scam fraud increase various type fraud since lockdown begin spam email ask spu
75,month lot ask keep we go international pandemic pocket change lot
76,official confirm mauricio pochettino test positive
77,agree sense april
78,grateful midwifery student part nhs covid response far would like keep focus
79,aged poorly anything I ve ever see
80,democrats use people movement do not need anymore like country opening almost year strict covid lockdown party fear
81,sonamy thoughtamy love adventure hate boredom rote repetition yet almost every fan work see
82,must vaccinate covid face frontline staff across health service well do friend neighbour
83,time obvious news bit suspect be not
84,first covid lockdown free summer swear I m live shit like phineas ferb
85,snp downgrade target within hour
86,arsenal use theme song thing miss due covid fan chant suck yousuckcovid
87,tomorrow january india begin panindia rollout vaccination drive launch take place
88,oosterhoff apologize martin government need apologize catastro
89,everyone need watch listen even hurt you re tired hear news please listen pro
90,
91,smh last line make laugh humor entry restriction make
92,estimate flu may eventually adjust complete finalize data become available season cdc explaineddata show estimate million flu illness million medical flu visit amp flu hospitalization
93,official confirm mauricio pochettino test positive
94,newyear healthy start hutton house help stay active stay healthy fun lockdown ldnont online fitness nutrition program getfit
