,full_text
0,covid you re think drink lose mind really drink culture country extremely sad
1,elon musk make billion one day wants brag pay billion tax billoh yeah also add
2,talk clip hwasa say corona fck ahh say sudden laugh
3,minute cpr plastic gown surgical mask two pair glove face shield prob
4,pharmacy short staff operate regular business hour flight cancel due increase covid case people outside shopping sick christmas
5,dr walensky cement rep cdc lag indicator increase mealy mouthiness replace foresightful leader like dr lena wen
6,pl manager defend player welfare klopp he s promote vaccine well load management player etc
7,yes natural immunity defense covid totally novel virus can not predict w
8,long covid oh that s post viral illness that s happen virus word like ok nobody say oh cancer oh brain tumour heart failure one leg amputate
9,borisjohnson without love one xmas due incompetent handling covid lie brexit order become pm hope xmas deserve amp amp equally treacherous accomplice boot toryliar toriesout
10,brexit key tactic strategic global war rationality evidence science amp math noone
11,cdc shorten isolation time health care worker test positive everyone else
12,outrageous minnesota doctor get death threat family covid patient demand recei
13,protect santa covid
14,apparently vote trump you re likely die covid
15,florida explode case desantis mia
16,merry christmas wish good new year thank protect europe home stay safe
17,oh must work stand correct keep wear covid go
18,see evidencebase analysis thing past biden president american rescue package pa
19,many people fox news fire refuse vaccine
20,via nc police chief put unpaid leave tell officer get false vaccine card
21,pandemic shit covid get hell outafter shit happen namjoon
22,wish peaceful christmas christian friendsive privileged protest peace justice christia
23,make e reach seller okay beg
24,test positive covid day ago nowhere test result tell long quarantine
25,anyone else notice triple vaccinate double mask crowd one terrify new variant
26,believe science tell we yet none world leader want listen south african doctor scientist scottish scientist say less dangerous variance
27,astonishingly good
28,finally unbelievable damage cause country nonsensical travel ban
29,get lucky mask work
30,unvaccinated less likely suffer vaccine injury
31,coach faultif ur go to run guard lineup small guard lineup one lockdown defender davion mitchell kyle lowry fred vanvleet can not run westbrook together similar shortcoming expect success
32,clearly do not catch omicron variant story add nothing
33,ah right canada covid free oh wait they ve bring back covid mandate do not solve problem time time definitely
34,learn duke health say patient icu lifesaving treatment unvaccinat
35,test positive covid day ago nowhere test result tell long quarantine
36,sympathize sick blame catch halffull country pub vaccine booster low probability get virus whatever variant low impact virus can not prevent completely either
37,way covid move rn really do not wanna go anywhere
38,jampj push hard urban minority community definition fully vaccinate booster eli
39,omicron good news bad news mean
40,I m use alone holiday expect alone person know do not covid
41,home covid test positive covid please come er another test
42,many people fox news fire refuse vaccine
43,vaccinate staff already spread omnicron patient meanwhile valuable staff who ve bravely catch covid whilst work thru pandemic vaccine natural resilience vindicate unfounded tory attack nhs personal choice
44,classic leaky vaccine immunological quick sand suck vaccine really be not one
45,I m tell you all somebody lie covid test lmao everybody raleigh die
46,merry christmas please think healthcare worker front linesfor carry wei
47,million people get flu shot iiv laiv vaccine err year still get flu vaccine bad fact you all treat covid vaccine cure never bill ridiculous vaccine help cure
48,million child lose parent due holiday season protect family get vaccinate ht
49,covid do not kill parent
50,cold covid I m anxious allergic reaction musical
51,whole family urgent care I m assume get covid test that s case do not none you all niggas mask
52,govt compile omicron fatality stat last see say death nearly week ago
53,reminder shortage covid test completely manufacture profit
54,bruh admit man get covid reason dumbass
