Unnamed: 0,full_text,sentiment_score
0,government argue facility equip deal pandemic inside detention facility,0.0
1,even picture covid test look amazing come u,0.6000000000000001
2,wedding anniversary plan cancel due covid go to stay home amp roll around xlube,-0.125
3,amount people change tune covid restriction pretend opinion along baffl,0.0
4,microsoft acquire activision blizzard billion king hill might come back free covid test ar,0.2
5,warn hannity bs factory radicalize nut case attack capitol amp already spread many lie covid I m sure he s responsible many death news news they re radical right propaganda talk show news,0.3142857142857143
6,well pay job create simply fill someone else many truly new job actually create can not pat back work people simply go back work never get one single day covid,0.08070500927643785
7,guy reportedly keep french fry mouth entire hr flight would not wear mask leg,0.0
8,hi objectionable tweet feel need delete go front line worker government plan labour plan,0.0
9,follow covid appropriate behaviour necessary protect amp love one force break covid protocol ibps po amp clerk main happen amp jangood luck indiapostponeibpspo postponeibpsclerk,0.2916666666666667
10,controversialbut next pandemic lets send free test year three,0.2
11,get negative covid test everyone around test positive,-0.03636363636363636
12,another billionaire dick uihlein uline behind big lie covid conspiracy theory bigotry effort underm,-0.2
13,ffg decide hand money back worker pandemic bonus that s populism govern,0.0
14,covid test rollout least race class conscious public health initiative ever lol like make hard,0.06166666666666668
15,maybe time stop shop,0.0
16,interested teach science pandemic two great lab here choose well,0.525
17,covid success rate incredible,0.6
18,tuesdays stay home decompress monday work stress remote home,-0.1
19,unvaccinated texas ag paxton get covid well well see fair well,0.7
20,one az public health official predict pandemic could become endemic early spring,0.05
21,popular television actor shaheer sheikhs father pass away wednesday battle severe covid infectionwho,0.6
22,norwegian authority believe child well protect future coronavirus variant,0.0
23,picture next someone vaccine that s medical intervention book would not expect auntie neighbour stand watch hygienic,0.0
24,sajid javid must urgently thoroughly investigate recent spike child death halt vaccine dose chil,0.0
25,australia record covid death far monththey covid death january,0.1
26,pandemic fatigue real nowisnotthetime travel stayhome avoid unnecessary stress cause travel restrict,-0.1
27,delta outbreak updateprofessor yuen kwokyung say current delta case link little boss pet shop closely,-0.09375
28,do not even count many perish deny effective early treatment however reali,0.4000000000000001
29,prime minister decision loosen restriction may relieve pressure backbencher n,0.0
30,get word ton people sick cook county jail sick day w symptom single covid test ye,-0.39999999999999997
31,gop kill enough voter via covid policy amp misinfocharlesgaba definiti,0.0
32,recommend lift international travel ban abolish proof vaccination requirementsblanket travel ban,0.0
33,dr hilary jones famously tell we wear mask swimming say would get rid vax mandate,0.5
34,bring another variant bring another sound timeit rod vs rod alwaysgod,0.4
35,axe coronavirus act,0.0
36,mlvaccineflubioenable newscientist justaigloba,0.0
37,important mark moment proud onea year spend company youngyouthful gang privilege bee,0.6000000000000001
38,want investinafrica support vaccine production back tripswaiver demand south,0.0
39,month pandemic get free covid test family,0.4
40,consider since I d presume og covid hope,0.0
41,omicron would far bad chris whitty have not encourage voluntary lockdown something deno,-0.29999999999999993
42,practical situation take exam short period two half month big portion change,-0.05555555555555555
43,mild plus kid admit hospital per day least kid die las,0.016666666666666663
44,month pandemic get free covid test family,0.4
45,say anything state fact scots infection londoner infection minor diff similar ruralurban spread densely populated city excuse lie,-0.03333333333333333
46,something big happen do not yet know soon overnight decision many country immediately stop,0.25
47,remove mask mandate political move boris johnson you ll continue wear one lets send messa,0.0
48,also think study show double vaxxed almost zero protection omicron,0.0
49,know covid case increase maskup safety maintain ft distance necessary wit,0.0
50,ethiopia tigray brink humanitarian disaster un say global development guardian,0.0
51,go place serve boba tea consider fact active throughout whole pandemic two outing render breathless going end street minute walk boba tea worth hhhhh,0.12222222222222223
52,guess right,0.2857142857142857
53,toriesquick fact johnson v little vaccine lot covid bad public,-0.2958333333333333
54,vaccine yet swain flu,0.0
55,percent people survive covid,0.0
56,continue wear maskplease vote retweet,0.0
57,publish on website january death cause mention,0.0
58,due covid restriction,-0.125
59,dr oz campaign event people crowd room shoulder shoulder almost one wear mask stop g,0.0
60,hi rodneysorry hear family contract covid know heart hurt see child go,0.0
61,covid zero probably can not sustain keep china seal seem reasonable think ccp could use th,0.2
62,read bro say vaccine injure ball article say covid injure ball,0.0
63,sajidjavidwe looking definition fully vaccinate we ve learn last week two vac,0.0
64,podcast mention oncoming pandemic factor push tros theater readdy speak might foreseen they d also loose money wait long theater close,-0.06346153846153846
65,see creation allaah great creation kingdom heavens earthimam nasser mo,0.8
66,crowd well crowded bus pandemic surge awful unacceptable morning commute today,-1.0
67,definition do not make turn thing around,0.0
68,feverish warmongering antichinese sentiment among liberal right combine utter disregard,0.0619047619047619
69,mask wearingthere need permanent cultural reset like asian country since even sars mask,0.05
70,nhs saving live doctor nurse sleep car avoid pass covid family I m guess staff sleep corridor exhaust,0.13636363636363635
71,cdc start acknowledge reality one piece time excuse consider prior infection,-0.025
72,seryoso ka ba sara public service disaster preparedness social welfarenone need military service need,-0.022222222222222227
73,caregiver child struggle weight two year covid without vaccine young childr,0.1
74,family experience symptom check article obtain rapid test cost we gov,0.0
75,follow scienceaustralia ban unvaccinated international traveller keep we safe,0.25
76,turn positive game v arsenal call funny way preface article also say clea,0.025757575757575746
77,remember pandemic poorly prepare remember lockdown catastrophy italy bad sharing resource internationally do not know longterm effect long covid we ve death would worse wout vaccine,-0.30999999999999994
78,theater museum open salon gym day protest dutch lockdown,0.0
79,let stop rise case covid use habit wear mask regularly inspiration saint dr gurm,0.0
80,call boycott stop something may kill,0.0
81,people still play designer mask everything style statement especially,0.0
82,maharashtra mumbai report new case death recoveriesactive case,0.13636363636363635
83,we covid update new case last week new death new case average,0.051818181818181805
84,commonly penilepapule occur single double row corona glan structurally they re relate acral angiofibromas,-0.12380952380952381
85,lackluster start earning ameriprise chief market strategist david joy discuss bank earning omicron implication inflation oil,0.8
86,go to strange recover covid main memory encanto soundtrack,0.05833333333333333
87,tory talk patronisingly london bubble yet every time remove covid restriction nationally case,0.0
88,african economy see growth past two year continue ravage globe vaccine nationalism,-0.125
89,ppl go birthday drink one person covid give easy transmit one,0.43333333333333335
90,test positive home test confirm lab pcr coldallergy symptom day se,0.22727272727272727
91,unresponsive press release bad none justice gorsuch amp sotomayor jointly deny ask w,-0.6999999999999998
92,publish on website january death cause mention,0.0
93,srivalli responsible citizen care loved one do not pushpa adopt covid appropriate behaviour l,0.4666666666666666
94,think time fear tour get cancel well bc let honest record number soon later one get corona,0.3
95,suffer covid last day prepare ras main condition,0.08333333333333333
96,wrong datum show immunity prior infection effective longlasting immunity vaccine,0.033333333333333326
97,bbcwato talk woman bernie one many lockdown can not end,0.5
98,president biden take office year ago today pledge tackle four crisis covid economic fallout climate,0.2
99,risk covid I d get vaccine healthy person jab literally denial datum clearly say idiot tell believe vaccine stop spread do not trust,-0.0666666666666667
100,anyone hear life insurance pay covid vaccine experimental stage death class suicide wanna see I m bull,0.1
101,yes jan day quarantine science day quarantine employer dr moore,0.0
102,new cdc study find natural immunity provide protection delta variant vaccination alone,0.11818181818181818
103,q wear cloth mask last week presserfu united states federal government recommend mask everyone still recommend baggy blue cloth mask do not work airborne virus,0.0
104,another new record kazakhstan new case massive sparsely populated central asian country aro,0.05454545454545454
105,canada post employee may send home choose wear mask,0.0
106,sense greece spain uk holiday destination review domestic covid regulation pretty sha,0.125
107,come soon usa,0.0
108,tokyo disney resort halt ticket sale amp slash capacity guest february amid quasiemergency omicron,0.0
