,created_at,full_text,sentiment_score
0,2020-11-05 14:59:54+00:00,"RT Please, let's give this the name it deserves: corruption.","[{'label': 'Negative', 'score': 0.9120497107505798}]"
1,2020-11-05 14:59:54+00:00,"RT I welcome the announcement today by the Chancellor to extend furlough to March - we've been calling for this for some time.

A...","[{'label': 'Positive', 'score': 0.9503622651100159}]"
2,2020-11-05 14:59:54+00:00,"RT Covid-19 has put a huge strain on council finances, which has impacted our current city council budget position. 

Read more...","[{'label': 'Negative', 'score': 0.7255527973175049}]"
3,2020-11-05 14:59:54+00:00,"Your #lockdown companion for the next four hours is  Welcome to Thursday's #Drivetime

#InternetRadio #NowPlaying The Music You Want To Hear  
Listen online
https://t.co/ax0YRaBBHv 
https://t.co/d5QlLH4bNM","[{'label': 'Neutral', 'score': 0.6471344232559204}]"
4,2020-11-05 14:59:54+00:00,RT We should deduct the number of COVID-19 deaths in each state from Trump's vote total in that state.,"[{'label': 'Negative', 'score': 0.5069894790649414}]"
5,2020-11-05 14:59:54+00:00,"I love #Pontins, it keeps all the scruffs out of #Centerparcs. 

#liverpool #COVID19 #COVIDIOTS","[{'label': 'Positive', 'score': 0.6856862306594849}]"
6,2020-11-05 14:59:54+00:00,"Euro/Turkish Lira Daily Chart - Short - #EURTRY TradingView 
#Euro #Lira #EuroLira #EuroTurkishLira #EuroTRY #TRY
#Turkey #Turkish #TurkishEconomy #Trump #TRUMP2020ToSaveTheWorld #Biden 
#USElection #Corona #Covid19 #Vaccine #TRYEURO","[{'label': 'Neutral', 'score': 0.8779492974281311}]"
7,2020-11-05 14:59:55+00:00,"RT El Paso reported more than 3,000 new COVID-19 cases this morning, shattering its previous single-day record by more than...","[{'label': 'Neutral', 'score': 0.7910323739051819}]"
8,2020-11-05 14:59:55+00:00,"Watchin &amp; after the first wave the government was critiqued for the large no. of care home deaths. Now it's stricter there's a woman saying ""no one consulted us, we'd prefer to be visited and risk getting Covid"". Another example of you can't do right for doing wrong ","[{'label': 'Negative', 'score': 0.8200127482414246}]"
9,2020-11-05 14:59:55+00:00,RT Prestwick Airport's being put back on the market. A buyer pulled out earlier in the year because of the uncertainties po...,"[{'label': 'Neutral', 'score': 0.8423689007759094}]"
10,2020-11-05 14:59:55+00:00,Like your idea too ... just not as easy to steer during Covid-19 times.,"[{'label': 'Neutral', 'score': 0.550707995891571}]"
